Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2015,5,2,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WEST POINTE & WOODHILL,39.1571597,-86.54823454
2015,5,2,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,RATLIFF & STARNES,39.2168697,-86.65880658
2015,5,6,Weekday,1500,3+ Cars,No injury/unknown,UNSAFE SPEED,SR45 & STANFORD,39.08984,-86.666304
2015,5,2,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,7TH & SR46N,39.16713579,-86.49984108
2015,4,1,Weekend,1700,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.17164591,-86.50199444
2015,5,2,Weekday,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLENDALE & WINSLOW,39.136096,-86.516
2015,5,4,Weekday,1600,2-Car,Incapacitating,UNSAFE SPEED,SR37 & TAPP,39.03085178,-86.55490112
2015,5,2,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LANDMARK & W 3RD,39.16442983,-86.5563068
2015,5,3,Weekday,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HINDS & SR45W,39.099152,-86.652
2015,5,3,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SR37N & VERNAL,39.176544,-86.5624
2015,5,3,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.171648,-86.50249682
2015,5,1,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,JOHN WILLIAMS & SR45W,39.10108185,-86.64842657
2015,5,2,Weekday,1500,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,CHAPEL HILL & SR446S,39.02923435,-86.40806318
2015,5,2,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,E HILLSIDE,39.170848,-86.503696
2015,5,3,Weekday,1700,2-Car,No injury/unknown,IMPROPER LANE USAGE,COUNTRY CLUB & MADISON,0,0
2015,5,3,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,COMMON & WESTMINSTER,39.13298026,-86.52176029
2015,5,3,Weekday,1700,2-Car,Non-incapacitating,LEFT OF CENTER,N MADISON & W 17TH,39.178992,-86.537792
2015,5,2,Weekday,2200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,SOUTH HANDY,39.09397888,-86.49208068
2015,5,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & FACULTY,39.164352,-86.52126441
2015,2,2,Weekday,900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37 & WAYPORT,39.263024,-86.52264
2015,5,3,Weekday,800,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,SR37 & VERNAL,39.17639627,-86.56260897
2015,5,3,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BOLIN & VICTOR,39.10024993,-86.55795
2015,5,3,Weekday,1400,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,SR46W & UNIONVALLEY,0,0
2015,5,4,Weekday,700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SMITH & SR46E,39.210144,-86.5832
2015,5,4,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.15357139,-86.4978567
2015,5,4,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,17TH & DUNN,39.17904,-86.5284
2015,5,4,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37S,39.12221146,-86.57353973
2015,5,4,Weekday,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,E WINSLOW & S WALNUT STREET,39.136144,-86.528688
2015,5,4,Weekday,1700,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,GRAHAM & ROGERS,39.13992,-86.538416
2015,5,4,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,N ROGERS & W 8TH,39.169584,-86.538576
2015,5,4,Weekday,700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37N & VERNAL,39.1807259,-86.55787222
2015,5,4,Weekday,1000,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD,39.16424,-86.49425989
2015,5,5,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SOUTH OLD STATE ROAD 37 & SR37S,39.08660818,-86.54353988
2015,5,4,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & VERNAL,39.17469734,-86.56501204
2015,5,5,Weekday,700,1-Car,No injury/unknown,,1ST & MORTON,39.159472,-86.536272
2015,5,4,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY & VERNAL,39.17915985,-86.58308029
2015,5,5,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,JORDAN & WELLS LIBRARY S,0,0
2015,5,3,Weekday,2000,1-Car,Incapacitating,RAN OFF ROAD RIGHT,OLD STATE ROAD 37 & WILEY,39.251296,-86.500832
2015,5,2,Weekday,1500,2-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,CHAPEL & SR446S,39.18135445,-86.40534811
2015,5,5,Weekday,2200,2-Car,No injury/unknown,UNSAFE BACKING,E 2ND,39.16099191,-86.51598885
2015,5,5,Weekday,2100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2ND & SR37S,0,0
2015,5,5,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37 & VERNAL PIKE,39.19513144,-86.56252288
2015,5,6,Weekday,0,Moped/Motorcycle,Incapacitating,ACCELERATOR FAILURE OR DEFECTIVE,W RAPPEL,39.187683,-86.54618
2015,5,5,Weekday,100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,OLD STATE ROAD 37,39.138688,-86.465968
2015,5,6,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,DUNN & KIRKWOOD,39.16664,-86.52808615
2015,5,6,Weekday,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & WALKER,39.16142978,-86.54614023
2015,5,6,Weekend,1900,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,2ND & COLLEGE,39.16144,-86.534848
2015,5,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S FAIRFAX & S WALNUT STREET,39.10715997,-86.52650982
2015,5,3,Weekday,1600,2-Car,No injury/unknown,LEFT OF CENTER,5200 S HARRELL & MOFFETT,0,0
2015,5,7,Weekend,100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E POINTE & POINTE VIEW,39.03492004,-86.50864329
2015,5,7,Weekend,900,2-Car,No injury/unknown,UNSAFE BACKING,WEST ALLEN,39.155708,-86.548507
2015,5,7,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COUNTRY CLUB & ROCKPORT,39.136448,-86.548704
2015,5,7,Weekend,1400,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37 & W 3RD,39.164752,-86.573104
2015,5,7,Weekend,1300,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,6TH & GRANT,39.167712,-86.529696
2015,5,1,Weekend,700,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,COUNTRYSIDE,39.132704,-86.544432
2015,5,1,Weekend,1000,2-Car,No injury/unknown,WRONG WAY ON ONE WAY,ATWATER & MITCHELL,39.16308001,-86.5141797
2015,5,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S CURRY & SR45W,39.142048,-86.582592
2015,5,1,Weekend,1200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,GROSS & KNIGHTRIDGE,39.12668981,-86.435733
2015,5,7,Weekend,1600,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,S LEONARD SPRINGS,39.142048,-86.582592
2015,5,1,Weekend,1500,2-Car,No injury/unknown,ENGINE FAILURE OR DEFECTIVE,SR37S & W TAPP,39.13704,-86.572896
2015,5,1,Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,WEST SR 45,39.161296,-86.589792
2015,5,6,Weekend,2000,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR37S & WEST SMITHVILLE,39.071056,-86.5356
2015,5,3,Weekday,100,2-Car,No injury/unknown,UNSAFE BACKING,ALEXANDER & W 11TH,39.173344,-86.549296
2015,5,1,Weekend,1200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CO 330 W & S OLD STATE ROAD 37,0,0
2015,5,3,Weekday,900,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,N COLLEGE,39.168656,-86.534784
2015,5,3,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N OLD SR 37 & N WALNUT,39.20704,-86.534704
2015,5,3,Weekday,900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SMITH & WALNUT,39.17342398,-86.53362974
2015,5,3,Weekday,900,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,CURRY & SR 45,39.142048,-86.582592
2015,5,3,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,GRIMES & WALNUT,39.15335029,-86.53371021
2015,5,3,Weekday,900,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LINDBERGH & W 15TH,39.176848,-86.552592
2015,5,2,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RAMP 14 & STATE ROAD 45,0,0
2015,5,3,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST 3RD & PARK RIDGE,39.16424,-86.476096
2015,5,3,Weekday,2000,2-Car,No injury/unknown,UNSAFE BACKING,E KIRKWOOD,39.16664,-86.52923559
2015,5,3,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S PATTERSON & W 2ND,39.16074984,-86.54850997
2015,5,3,Weekday,2200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,CAMPBELL & PARK,39.2291797,-86.61852031
2015,5,1,Weekend,300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,GRANT & SIXTH,39.16753985,-86.52979016
2015,5,5,Weekday,1700,Moped/Motorcycle,Incapacitating,OVERCORRECTING/OVERSTEERING,DEPOT & SR46W,39.23006821,-86.61717987
2015,5,3,Weekday,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & CAMPBELL,39.17158999,-86.51394031
2015,5,4,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & S WALNUT,39.16144,-86.5336
2015,5,4,Weekday,1000,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SR45E & SR46E,39.171648,-86.502096
2015,5,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PAUL & SR46W,39.229904,-86.619136
2015,5,4,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S MADISON & W 2ND,39.161488,-86.537296
2015,5,1,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & WAYPORT,39.263024,-86.52264
2015,5,5,Weekday,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,611 CHURCH & ROGERS,39.10738864,-86.54138997
2015,5,5,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & CLARIZZ,39.16424,-86.49115281
2015,5,5,Weekday,700,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SOUTH COLLEGE,39.16115717,-86.53485253
2015,5,5,Weekday,700,Cyclist,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,N KINSER & W PARRISH,39.188144,-86.5376
2015,5,5,Weekday,900,1-Car,No injury/unknown,IMPROPER TURNING,WOODSCREST,39.16260391,-86.50236256
2015,5,5,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST 10TH & INDIANA,39.17168,-86.527024
2015,5,5,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COTTAGE GROVE & FORREST,39.17252004,-86.5224
2015,5,5,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & KINGSTON,39.16424,-86.492944
2015,5,5,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,1201 E 3RD EAST SERVICE & 3RD,39.164448,-86.471888
2015,5,5,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,PETE ELLIS & SR46E,39.16424,-86.49455879
2015,5,4,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E SMITHVILLE & S FIDLER,39.0710903,-86.50876515
2015,5,5,Weekday,2000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DUNN & KIRKWOOD,39.16664,-86.52925047
2015,5,5,Weekday,1400,2-Car,No injury/unknown,IMPROPER TURNING,10TH & COLLEGE,39.171744,-86.534768
2015,5,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E HILLSIDE & S WASHINGTON,39.15056,-86.5324
2015,5,5,Weekday,1600,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,E 6TH & N WALNUT,39.167648,-86.533584
2015,5,5,Weekday,2300,1-Car,No injury/unknown,IMPROPER TURNING,WOODSCREST,39.16260391,-86.50236256
2015,5,5,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,45 46 BYPASS & WALNUT,39.18637969,-86.53453968
2015,7,6,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728
2015,7,6,Weekday,1000,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,LAKE VIEW & SR46W,39.22571945,-86.60507861
2015,7,6,Weekday,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & WALNUT,39.16464,-86.5336
2015,7,4,Weekday,800,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,ARLINGTON & SR46W,39.20909594,-86.58159662
2015,7,4,Weekday,1200,2-Car,Non-incapacitating,DRIVER ILLNESS,BOTTOM & SR37N,39.28170383,-86.55792236
2015,7,4,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & W FULLERTON,0,0
2015,7,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ACUFF & SR37N,39.20824,-86.554704
2015,7,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.171504,-86.49504533
2015,7,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N FAIRVIEW & W 11TH,39.173152,-86.5408
2015,7,6,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD & JORDAN,0,0
2015,7,6,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,E VARSITY,39.183132,-86.531143
2015,7,6,Weekend,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LEONARD SPRINGS & TAPP,39.13704,-86.582512
2015,7,6,Weekend,2000,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,SR37 & WEST 3RD,39.164752,-86.573104
2015,7,6,Weekend,2300,2-Car,No injury/unknown,,ALLEY & W EVENTIDE,0,0
2015,8,7,Weekend,300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DILLMAN & OLD STATE ROAD 37,39.092944,-86.544
2015,8,7,Weekend,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & VERNAL,39.176544,-86.5624
2015,7,6,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W 2ND,39.16144727,-86.53510982
2015,7,5,Weekday,2200,Moped/Motorcycle,Non-incapacitating,ROADWAY SURFACE CONDITION,SOUTH OLD STATE ROAD 37 & SR37,39.08590789,-86.54269661
2015,8,7,Weekend,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37N & STONE MILL,0,0
2015,8,7,Weekend,1200,2-Car,No injury/unknown,,MULLER,39.16180998,-86.56743228
2015,8,7,Weekend,1300,2-Car,No injury/unknown,IMPROPER TURNING,N COLLEGE & W 10TH,39.171744,-86.534768
2015,8,7,Weekend,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & S COLLEGE MALL,39.16424,-86.4984
2015,7,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RIDGEWAY & SR46W,39.24266815,-86.61257171
2015,8,7,Weekend,1800,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,SR37S & W VERNAL,39.17662048,-86.56252288
2015,8,1,Weekend,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,4310 LEONARD SPRINGS & HORNED OWL,39.123908,-86.586418
2015,8,7,Weekend,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,JACOB,0,0
2015,8,7,Weekend,900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,OLD STATE ROAD 37 & PRAIRIE,39.22182884,-86.51295095
2015,8,1,Weekend,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SMITH & WOODYARD,0,0
2015,8,1,Weekend,1000,2-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,ANDY & NATASHA,39.20144968,-86.58831998
2015,8,1,Weekend,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,37 & DEPOT HILL,39.01436996,-86.53695699
2015,8,1,Weekend,1300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S ROGERS & W 2ND,39.16140027,-86.53867028
2015,7,7,Weekend,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,PAYNETOWN STATE RECREATION & SR446S,39.092112,-86.422832
2015,8,1,Weekend,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,MATTHEWS & SR46W,39.23486597,-86.62650775
2015,8,7,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S LEONARD SPRINGS,39.14187494,-86.58259037
2015,7,5,Weekday,2200,1-Car,No injury/unknown,UNSAFE SPEED,SOUTH RENDY & WEST ELLER,39.122208,-86.615792
2015,7,3,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LEONARD SPRINGS & WALNUT LEAF,39.14072278,-86.5825795
2015,7,5,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,MOFFETT & ORNAMENTAL,39.09497964,-86.50345019
2015,8,7,Weekend,1400,Pedestrian,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,W AIRPORT,39.136848,-86.606
2015,8,1,Weekday,2200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,EAST BOLTINGHOUSE,39.22621155,-86.47346496
2015,8,2,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S LIBERTY & W 3RD,39.16461021,-86.57913006
2015,8,2,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,GORE & OLD STATE ROAD 37,39.032544,-86.541696
2015,8,2,Weekday,1300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,1600 N FEE (PLAZA) & FEE,39.171584,-86.518688
2015,8,1,Weekend,0,2-Car,No injury/unknown,,S COBBLE CREEK,39.15320206,-86.48282623
2015,8,2,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ISAAC & PATTERSON,0,0
2015,8,2,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & WALNUT,39.15051989,-86.53366997
2015,8,2,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,S COLLEGE & W 4TH,39.16558988,-86.53488971
2015,8,2,Weekday,2000,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,SR37N & WALNUT,39.250688,-86.529744
2015,8,1,Weekday,1900,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,REEVES & TERRY,39.231312,-86.637488
2015,8,1,Weekday,2300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E MONROE DAM,39.010368,-86.507216
2015,7,6,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KIRKWOOD & WALNUT,39.16664,-86.5336
2015,8,2,Weekday,2300,1-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,7TH & ADAMS,39.168576,-86.5496
2015,7,1,Weekend,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MAPLE GROVE,39.24498749,-86.63020324
2015,8,3,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E VERMILYA & S WALNUT,0,0
2015,8,3,Weekday,800,2-Car,No injury/unknown,LEFT OF CENTER,ANDERSON & N BEAN BLOSSOM,0,0
2015,8,2,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH MADISON & WEST KIRKWOOD,39.166656,-86.537296
2015,8,3,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,COLLEGE MALL & KROGER WEST DRIVE,0,0
2015,8,2,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ARLINGTON & SR46,39.187184,-86.551408
2015,8,3,Weekday,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BLOOMFIELD & STONE,39.15317955,-86.56602949
2015,8,4,Weekday,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,NORTH OAK & WEST KIRKWOOD,39.166784,-86.5468
2015,8,4,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FAIRFAX & OLD STATE ROAD 37,0,0
2015,8,4,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,45,39.16424,-86.49268147
2015,8,4,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HAWTHORNE & KIRKWOOD,0,0
2015,8,3,Weekday,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,OLD 37 & W CHURCH,39.10725988,-86.53149001
2015,8,4,Weekday,1500,2-Car,No injury/unknown,IMPROPER PASSING,WINDING,0,0
2015,8,4,Weekday,1500,Bus,No injury/unknown,UNSAFE BACKING,CUSTER & TECUMSEH,39.221952,-86.626352
2015,8,4,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,LOUDEN & REEVES,39.231344,-86.640096
2015,8,2,Weekday,2300,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,WAYPORT,39.26361084,-86.5217514
2015,8,5,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,E 10TH,39.17149326,-86.51131082
2015,8,5,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,E 9TH & N COLLEGE,39.17045112,-86.53484836
2015,8,5,Weekday,2300,Moped/Motorcycle,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,COUNTYLINE & REEVES,0,0
2015,8,4,Weekday,1200,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD,39.16456,-86.5550845
2015,8,5,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.13432546,-86.52733091
2015,8,4,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,THAT & VICTOR,39.11464,-86.5464
2015,8,5,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N MATTHEWS & W MAPLE GROVE,39.245408,-86.6204
2015,8,6,Weekday,900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W 3RD ST,39.16424,-86.4908
2015,7,7,Weekend,1000,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,COLLEGE & KIRKWOOD,39.16664,-86.5348
2015,8,6,Weekday,700,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ON RAMP TO NB SR 37 & SR 45,0,0
2015,8,6,Weekday,900,Cyclist,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,298 W COUNTRY CLUB & S MADISON,39.136524,-86.53554796
2015,8,6,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 3RD,39.16464,-86.569392
2015,8,6,Weekday,1100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 13TH,39.17528947,-86.52226906
2015,8,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W 15TH,39.176848,-86.552592
2015,8,6,Weekday,200,2-Car,No injury/unknown,,VARSITY,39.18330765,-86.52940368
2015,8,6,Weekday,1300,2-Car,No injury/unknown,IMPROPER PASSING,E 3RD & OVERHILL,39.164272,-86.501488
2015,8,6,Weekday,1100,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,E 3RD & SO JEFFERSON,39.164304,-86.506992
2015,8,6,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728
2015,8,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ATWATER & FESS,39.163328,-86.525808
2015,8,6,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH HICKORY LEAF & SR45W,39.145152,-86.5776
2015,8,6,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E 3RD & SOUTH COLLEGE MALL,39.16424,-86.4984
2015,8,6,Weekend,2100,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,17TH & 45 46,0,0
2015,8,4,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,W FULLERTON,39.123376,-86.58224
2015,8,4,Weekday,1900,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,LEISURE & S FAIRFAX,39.07247968,-86.50356017
2015,8,5,Weekday,1600,2-Car,No injury/unknown,,S LEONARD SPRINGS & SR45W,39.14145928,-86.58418054
2015,8,5,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MONROE DAM & TAILWATER,0,0
2015,8,6,Weekday,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HIGH & ROGERS,39.13642257,-86.50816967
2015,8,5,Weekday,1600,1-Car,No injury/unknown,IMPROPER TURNING,S WALNUT,39.15422171,-86.5336
2015,8,6,Weekend,2300,2-Car,No injury/unknown,IMPROPER TURNING,INDIANA & KIRKWOOD,39.16691459,-86.52690396
2015,8,7,Weekend,300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728
2015,8,6,Weekend,2200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 3RD,39.164752,-86.573104
